Time_Min,Voltage(V),Current(A),Resistance(Ohm),Power(kW),Temp(C),Temp_Rise(C),Calculated_Energy(kWh),Tuya_Raw_Energy(kWh)
1.82,226.9,10,22.7,2.269,25.6,0.6,0.0666,43.62
1.84,226.5,10,22.6,2.265,25.5,0.5,0.0673,43.62
1.86,227.1,10,22.7,2.271,25.5,0.5,0.0681,43.62
1.88,226.9,10,22.7,2.269,25.4,0.4,0.0688,43.62
1.90,226.7,10,22.7,2.267,25.6,0.6,0.0696,43.62
1.92,226.4,10,22.6,2.264,25.5,0.5,0.0703,43.62
1.94,226.4,10,22.6,2.264,25.5,0.5,0.0711,43.62
1.96,226.8,10,22.7,2.268,25.4,0.4,0.0719,43.62
1.98,226.8,10,22.7,2.268,25.4,0.4,0.0726,43.62
2.00,227.3,10,22.7,2.273,25.4,0.4,0.0734,43.62
2.02,226.7,10,22.7,2.267,25.6,0.6,0.0741,43.62
2.04,226.9,10,22.7,2.269,25.5,0.5,0.0749,43.62
2.06,226.7,10,22.7,2.267,25.6,0.6,0.0756,43.63
2.08,226.8,10,22.7,2.268,25.6,0.6,0.0764,43.63
2.10,226.4,10,22.6,2.264,25.4,0.4,0.0771,43.63
2.12,227.1,10,22.7,2.271,25.5,0.5,0.0779,43.63
2.14,226.8,10,22.7,2.268,25.5,0.5,0.0787,43.63
2.16,226.9,10,22.7,2.269,25.5,0.5,0.0794,43.63
2.18,227.2,10,22.7,2.272,25.7,0.7,0.0802,43.63
2.20,227.3,10,22.7,2.273,25.4,0.4,0.0809,43.63
2.22,227.1,10,22.7,2.271,25.6,0.6,0.0817,43.63
2.24,227.0,10,22.7,2.27,25.6,0.6,0.0824,43.63
2.26,227.4,10,22.7,2.274,25.5,0.5,0.0832,43.63
2.28,226.8,10,22.7,2.268,25.7,0.7,0.0840,43.63
2.30,227.1,10,22.7,2.271,25.4,0.4,0.0847,43.63
2.32,227.1,10,22.7,2.271,25.5,0.5,0.0855,43.64
2.34,227.2,10,22.7,2.272,25.6,0.6,0.0862,43.64
2.36,227.2,10,22.7,2.272,25.7,0.7,0.0870,43.64
2.38,227.0,10,22.7,2.27,25.6,0.6,0.0877,43.64
2.40,226.9,10,22.7,2.269,25.6,0.6,0.0885,43.64
2.42,227.3,10,22.7,2.273,25.6,0.6,0.0893,43.64
2.44,227.2,10,22.7,2.272,25.7,0.7,0.0900,43.64
2.46,227.4,10,22.7,2.274,25.5,0.5,0.0908,43.64
2.48,227.3,10,22.7,2.273,25.5,0.5,0.0915,43.64
2.50,227.0,10,22.7,2.27,25.6,0.6,0.0923,43.64
2.52,227.5,10,22.8,2.275,25.7,0.7,0.0930,43.64
2.54,227.2,10,22.7,2.272,25.8,0.8,0.0938,43.64
2.56,227.3,10,22.7,2.273,25.6,0.6,0.0946,43.64
2.58,227.2,10,22.7,2.272,25.7,0.7,0.0953,43.65
2.60,227.2,10,22.7,2.272,25.6,0.6,0.0961,43.65
2.62,227.4,10,22.7,2.274,25.7,0.7,0.0968,43.65
2.64,226.9,10,22.7,2.269,25.5,0.5,0.0976,43.65
2.66,227.1,10,22.7,2.271,25.6,0.6,0.0983,43.65
2.68,227.0,10,22.7,2.27,25.5,0.5,0.0991,43.65
2.70,227.1,10,22.7,2.271,25.5,0.5,0.0999,43.65
2.72,227.0,10,22.7,2.27,25.5,0.5,0.1006,43.65
2.74,226.6,10,22.7,2.266,25.7,0.7,0.1014,43.65
2.76,226.9,10,22.7,2.269,25.8,0.8,0.1021,43.65
2.78,227.0,10,22.7,2.27,25.5,0.5,0.1029,43.65
2.80,227.1,10,22.7,2.271,25.7,0.7,0.1036,43.65
2.82,226.8,10,22.7,2.268,25.8,0.8,0.1044,43.65
2.84,226.9,10,22.7,2.269,25.7,0.7,0.1052,43.66
2.86,227.2,10,22.7,2.272,25.8,0.8,0.1059,43.66
2.88,227.2,10,22.7,2.272,25.8,0.8,0.1067,43.66
2.90,226.9,10,22.7,2.269,25.6,0.6,0.1074,43.66
2.92,226.9,10,22.7,2.269,25.8,0.8,0.1082,43.66
2.94,227.0,10,22.7,2.27,25.9,0.9,0.1089,43.66
2.96,226.8,10,22.7,2.268,25.6,0.6,0.1097,43.66
2.98,226.5,10,22.6,2.265,25.8,0.8,0.1104,43.66
3.00,226.8,10,22.7,2.268,25.8,0.8,0.1112,43.66
3.02,226.5,10,22.6,2.265,25.7,0.7,0.1120,43.66
3.04,226.7,10,22.7,2.267,25.8,0.8,0.1127,43.66
3.06,226.6,10,22.7,2.266,25.8,0.8,0.1135,43.66
3.08,226.7,10,22.7,2.267,25.9,0.9,0.1142,43.66
3.10,226.9,10,22.7,2.269,25.8,0.8,0.1150,43.66
3.12,226.9,10,22.7,2.269,25.7,0.7,0.1157,43.67
3.14,226.8,10,22.7,2.268,25.8,0.8,0.1165,43.67
3.16,227.0,10,22.7,2.27,25.8,0.8,0.1172,43.67
3.18,227.0,10,22.7,2.27,25.7,0.7,0.1180,43.67
3.20,227.0,10,22.7,2.27,25.7,0.7,0.1188,43.67
3.22,226.5,10,22.6,2.265,25.8,0.8,0.1195,43.67
3.24,226.9,10,22.7,2.269,25.8,0.8,0.1203,43.67
3.26,226.7,10,22.7,2.267,25.9,0.9,0.1210,43.67
3.28,227.3,10,22.7,2.273,25.7,0.7,0.1218,43.67
3.30,227.0,10,22.7,2.27,25.7,0.7,0.1225,43.67
3.32,226.4,10,22.6,2.264,25.7,0.7,0.1233,43.67
3.34,227.0,10,22.7,2.27,25.9,0.9,0.1241,43.67
3.36,226.9,10,22.7,2.269,25.9,0.9,0.1248,43.67
3.38,226.8,10,22.7,2.268,25.9,0.9,0.1256,43.68
3.40,226.7,10,22.7,2.267,25.7,0.7,0.1263,43.68
3.42,226.9,10,22.7,2.269,25.8,0.8,0.1271,43.68
3.44,226.6,10,22.7,2.266,25.7,0.7,0.1278,43.68
3.46,227.1,10,22.7,2.271,25.7,0.7,0.1286,43.68
3.48,227.1,10,22.7,2.271,25.9,0.9,0.1293,43.68
3.50,226.7,10,22.7,2.267,25.7,0.7,0.1301,43.68
3.52,227.0,10,22.7,2.27,25.7,0.7,0.1309,43.68
3.54,227.2,10,22.7,2.272,25.7,0.7,0.1316,43.68
3.56,226.9,10,22.7,2.269,25.9,0.9,0.1324,43.68
3.58,226.6,10,22.7,2.266,25.9,0.9,0.1331,43.68
3.60,227.1,10,22.7,2.271,25.8,0.8,0.1339,43.68
3.62,226.9,10,22.7,2.269,26.0,1.0,0.1346,43.68
3.64,226.8,10,22.7,2.268,25.8,0.8,0.1354,43.69
3.66,227.2,10,22.7,2.272,26.0,1.0,0.1362,43.69
3.68,226.9,10,22.7,2.269,26.0,1.0,0.1369,43.69
3.70,226.9,10,22.7,2.269,25.9,0.9,0.1377,43.69
3.72,226.8,10,22.7,2.268,25.7,0.7,0.1384,43.69
3.74,227.2,10,22.7,2.272,25.9,0.9,0.1392,43.69
3.76,227.2,10,22.7,2.272,25.8,0.8,0.1399,43.69
3.78,227.6,10,22.8,2.276,26.0,1.0,0.1407,43.69
3.80,226.7,10,22.7,2.267,25.8,0.8,0.1415,43.69
3.82,226.8,10,22.7,2.268,25.9,0.9,0.1422,43.69
3.84,226.9,10,22.7,2.269,26.0,1.0,0.1430,43.69
3.86,226.7,10,22.7,2.267,25.8,0.8,0.1437,43.69
3.88,226.4,10,22.6,2.264,25.9,0.9,0.1445,43.69
3.90,226.8,10,22.7,2.268,25.9,0.9,0.1452,43.70
3.92,226.6,10,22.7,2.266,25.9,0.9,0.1460,43.70
3.94,227.1,10,22.7,2.271,25.9,0.9,0.1467,43.70
3.96,226.7,10,22.7,2.267,25.9,0.9,0.1475,43.70
3.98,227.0,10,22.7,2.27,25.9,0.9,0.1483,43.70
4.00,227.1,10,22.7,2.271,25.8,0.8,0.1490,43.70
4.02,227.1,10,22.7,2.271,25.8,0.8,0.1498,43.70
4.04,226.9,10,22.7,2.269,26.1,1.1,0.1505,43.70
4.06,226.6,10,22.7,2.266,26.0,1.0,0.1513,43.70
4.08,226.5,10,22.6,2.265,25.9,0.9,0.1520,43.70
4.10,226.6,10,22.7,2.266,26.0,1.0,0.1528,43.70
4.12,226.7,10,22.7,2.267,25.9,0.9,0.1536,43.70
4.14,226.8,10,22.7,2.268,26.0,1.0,0.1543,43.70
4.16,226.8,10,22.7,2.268,26.1,1.1,0.1551,43.71
4.18,226.5,10,22.6,2.265,25.9,0.9,0.1558,43.71
4.20,226.5,10,22.6,2.265,26.0,1.0,0.1566,43.71
4.22,226.6,10,22.7,2.266,26.0,1.0,0.1573,43.71
4.24,226.4,10,22.6,2.264,26.0,1.0,0.1581,43.71
4.26,226.2,10,22.6,2.262,26.1,1.1,0.1588,43.71
4.28,226.5,10,22.6,2.265,26.0,1.0,0.1596,43.71
4.30,226.2,10,22.6,2.262,26.0,1.0,0.1603,43.71
4.32,226.4,10,22.6,2.264,25.9,0.9,0.1611,43.71
4.34,226.4,10,22.6,2.264,26.1,1.1,0.1619,43.71
4.36,226.7,10,22.7,2.267,26.0,1.0,0.1626,43.71
4.38,226.6,10,22.7,2.266,26.0,1.0,0.1634,43.71
4.40,226.3,10,22.6,2.263,25.9,0.9,0.1641,43.71
4.42,226.5,10,22.6,2.265,25.9,0.9,0.1649,43.71
4.44,226.8,10,22.7,2.268,26.2,1.2,0.1656,43.72
4.46,227.1,10,22.7,2.271,26.0,1.0,0.1664,43.72
4.48,226.6,10,22.7,2.266,26.1,1.1,0.1671,43.72
4.50,226.7,10,22.7,2.267,25.9,0.9,0.1679,43.72
4.52,227.1,10,22.7,2.271,26.0,1.0,0.1687,43.72
4.54,226.2,10,22.6,2.262,25.9,0.9,0.1694,43.72
4.56,226.7,10,22.7,2.267,26.0,1.0,0.1702,43.72
4.58,226.7,10,22.7,2.267,26.2,1.2,0.1709,43.72
4.60,226.5,10,22.6,2.265,26.0,1.0,0.1717,43.72
4.62,226.3,10,22.6,2.263,25.9,0.9,0.1724,43.72
4.64,226.3,10,22.6,2.263,26.2,1.2,0.1732,43.72
4.66,226.6,10,22.7,2.266,26.0,1.0,0.1739,43.72
4.68,227.0,10,22.7,2.27,26.1,1.1,0.1747,43.72
4.70,226.7,10,22.7,2.267,26.1,1.1,0.1755,43.73
4.72,226.5,10,22.6,2.265,26.2,1.2,0.1762,43.73
4.74,226.8,10,22.7,2.268,26.0,1.0,0.1770,43.73
4.76,226.3,10,22.6,2.263,26.0,1.0,0.1777,43.73
4.78,226.4,10,22.6,2.264,26.0,1.0,0.1785,43.73
4.80,226.9,10,22.7,2.269,26.2,1.2,0.1792,43.73
4.82,226.8,10,22.7,2.268,26.2,1.2,0.1800,43.73
4.84,226.4,10,22.6,2.264,26.2,1.2,0.1807,43.73
4.86,226.6,10,22.7,2.266,26.0,1.0,0.1815,43.73
4.88,226.6,10,22.7,2.266,26.0,1.0,0.1823,43.73
4.90,226.5,10,22.6,2.265,26.1,1.1,0.1830,43.73
4.92,226.7,10,22.7,2.267,26.2,1.2,0.1838,43.73
4.94,226.5,10,22.6,2.265,26.2,1.2,0.1845,43.73
4.96,226.4,10,22.6,2.264,26.1,1.1,0.1853,43.74
4.98,226.3,10,22.6,2.263,26.1,1.1,0.1860,43.74
5.00,226.3,10,22.6,2.263,26.1,1.1,0.1868,43.74
5.02,226.3,10,22.6,2.263,26.2,1.2,0.1875,43.74
5.04,226.4,10,22.6,2.264,26.0,1.0,0.1883,43.74
5.06,226.7,10,22.7,2.267,26.1,1.1,0.1890,43.74
5.08,226.5,10,22.6,2.265,26.2,1.2,0.1898,43.74
5.10,226.1,10,22.6,2.261,26.2,1.2,0.1906,43.74
5.12,226.7,10,22.7,2.267,26.2,1.2,0.1913,43.74
5.14,226.4,10,22.6,2.264,26.3,1.3,0.1921,43.74
5.16,226.8,10,22.7,2.268,26.0,1.0,0.1928,43.74
5.18,226.3,10,22.6,2.263,26.1,1.1,0.1936,43.74
5.20,226.6,10,22.7,2.266,26.1,1.1,0.1943,43.74
5.22,226.3,10,22.6,2.263,26.1,1.1,0.1951,43.75
5.24,227.0,10,22.7,2.27,26.2,1.2,0.1958,43.75
5.26,226.5,10,22.6,2.265,26.2,1.2,0.1966,43.75
5.28,226.4,10,22.6,2.264,26.2,1.2,0.1973,43.75
5.30,226.3,10,22.6,2.263,26.1,1.1,0.1981,43.75
5.32,226.4,10,22.6,2.264,26.1,1.1,0.1989,43.75
5.34,226.5,10,22.6,2.265,26.1,1.1,0.1996,43.75
5.36,226.1,10,22.6,2.261,26.2,1.2,0.2004,43.75
5.38,227.1,10,22.7,2.271,26.3,1.3,0.2011,43.75
5.40,226.9,10,22.7,2.269,26.1,1.1,0.2019,43.75
5.42,226.4,10,22.6,2.264,26.1,1.1,0.2026,43.75
5.44,226.9,10,22.7,2.269,26.2,1.2,0.2034,43.75
5.46,226.6,10,22.7,2.266,26.3,1.3,0.2041,43.75
5.48,226.8,10,22.7,2.268,26.3,1.3,0.2049,43.75
5.50,226.9,10,22.7,2.269,26.1,1.1,0.2057,43.76
5.52,226.6,10,22.7,2.266,26.3,1.3,0.2064,43.76
5.54,226.9,10,22.7,2.269,26.1,1.1,0.2072,43.76
5.56,227.0,10,22.7,2.27,26.3,1.3,0.2079,43.76
5.58,226.9,10,22.7,2.269,26.1,1.1,0.2087,43.76
5.60,227.0,10,22.7,2.27,26.3,1.3,0.2094,43.76
5.62,226.7,10,22.7,2.267,26.3,1.3,0.2102,43.76
5.64,226.8,10,22.7,2.268,26.2,1.2,0.2110,43.76
5.66,227.6,10,22.8,2.276,26.2,1.2,0.2117,43.76
5.68,226.9,10,22.7,2.269,26.3,1.3,0.2125,43.76
5.70,227.1,10,22.7,2.271,26.4,1.4,0.2132,43.76
5.72,227.3,10,22.7,2.273,26.3,1.3,0.2140,43.76
5.74,227.6,10,22.8,2.276,26.3,1.3,0.2147,43.76
5.76,227.0,10,22.7,2.27,26.4,1.4,0.2155,43.77
5.78,227.0,10,22.7,2.27,26.3,1.3,0.2163,43.77
5.80,226.8,10,22.7,2.268,26.3,1.3,0.2170,43.77
5.82,227.3,10,22.7,2.273,26.4,1.4,0.2178,43.77
5.84,227.2,10,22.7,2.272,26.2,1.2,0.2185,43.77
5.86,227.0,10,22.7,2.27,26.1,1.1,0.2193,43.77
5.88,227.3,10,22.7,2.273,26.4,1.4,0.2200,43.77
5.90,227.7,10,22.8,2.277,26.2,1.2,0.2208,43.77
5.92,227.1,10,22.7,2.271,26.3,1.3,0.2216,43.77
5.94,227.4,10,22.7,2.274,26.3,1.3,0.2223,43.77
5.96,227.0,10,22.7,2.27,26.2,1.2,0.2231,43.77
5.98,227.0,10,22.7,2.27,26.3,1.3,0.2238,43.77
6.00,227.2,10,22.7,2.272,26.3,1.3,0.2246,43.77
6.02,227.2,10,22.7,2.272,26.2,1.2,0.2253,43.78
6.04,227.1,10,22.7,2.271,26.4,1.4,0.2261,43.78
6.06,227.2,10,22.7,2.272,26.2,1.2,0.2269,43.78
6.08,226.8,10,22.7,2.268,26.4,1.4,0.2276,43.78
6.10,226.8,10,22.7,2.268,26.2,1.2,0.2284,43.78
6.12,226.9,10,22.7,2.269,26.5,1.5,0.2291,43.78
6.14,227.1,10,22.7,2.271,26.5,1.5,0.2299,43.78
6.16,227.1,10,22.7,2.271,26.3,1.3,0.2306,43.78
6.18,226.9,10,22.7,2.269,26.4,1.4,0.2314,43.78
6.20,226.6,10,22.7,2.266,26.3,1.3,0.2321,43.78
6.22,226.5,10,22.6,2.265,26.5,1.5,0.2329,43.78
6.24,226.5,10,22.6,2.265,26.4,1.4,0.2337,43.78
6.26,226.7,10,22.7,2.267,26.4,1.4,0.2344,43.78
6.28,226.7,10,22.7,2.267,26.5,1.5,0.2352,43.79
6.30,226.6,10,22.7,2.266,26.4,1.4,0.2359,43.79
6.32,226.9,10,22.7,2.269,26.3,1.3,0.2367,43.79
6.34,227.0,10,22.7,2.27,26.5,1.5,0.2374,43.79
6.36,226.9,10,22.7,2.269,26.5,1.5,0.2382,43.79
6.38,226.7,10,22.7,2.267,26.5,1.5,0.2390,43.79
6.40,226.6,10,22.7,2.266,26.3,1.3,0.2397,43.79
6.42,227.0,10,22.7,2.27,26.4,1.4,0.2405,43.79
6.44,226.2,10,22.6,2.262,26.3,1.3,0.2412,43.79
6.46,226.5,10,22.6,2.265,26.3,1.3,0.2420,43.79
6.48,226.7,10,22.7,2.267,26.3,1.3,0.2427,43.79
6.50,226.2,10,22.6,2.262,26.4,1.4,0.2435,43.79
6.52,226.6,10,22.7,2.266,26.5,1.5,0.2442,43.79
6.54,226.7,10,22.7,2.267,26.4,1.4,0.2450,43.79
6.56,226.9,10,22.7,2.269,26.3,1.3,0.2457,43.80
6.58,226.6,10,22.7,2.266,26.3,1.3,0.2465,43.80
6.60,227.1,10,22.7,2.271,26.3,1.3,0.2473,43.80
6.62,226.5,10,22.6,2.265,26.4,1.4,0.2480,43.80
6.64,226.5,10,22.6,2.265,26.3,1.3,0.2488,43.80
6.66,226.7,10,22.7,2.267,26.4,1.4,0.2495,43.80
6.68,226.5,10,22.6,2.265,26.5,1.5,0.2503,43.80
6.70,226.4,10,22.6,2.264,26.5,1.5,0.2510,43.80
6.72,226.8,10,22.7,2.268,26.5,1.5,0.2518,43.80
6.74,226.6,10,22.7,2.266,26.3,1.3,0.2525,43.80
6.76,226.5,10,22.6,2.265,26.5,1.5,0.2533,43.80
6.78,226.8,10,22.7,2.268,26.6,1.6,0.2541,43.80
6.80,226.6,10,22.7,2.266,26.6,1.6,0.2548,43.80
6.82,226.4,10,22.6,2.264,26.5,1.5,0.2556,43.81
6.84,226.5,10,22.6,2.265,26.6,1.6,0.2563,43.81
6.86,226.8,10,22.7,2.268,26.6,1.6,0.2571,43.81
6.88,227.0,10,22.7,2.27,26.3,1.3,0.2578,43.81
6.90,226.9,10,22.7,2.269,26.6,1.6,0.2586,43.81
6.92,226.6,10,22.7,2.266,26.5,1.5,0.2593,43.81
6.94,226.9,10,22.7,2.269,26.6,1.6,0.2601,43.81
6.96,227.0,10,22.7,2.27,26.5,1.5,0.2609,43.81
6.98,226.7,10,22.7,2.267,26.5,1.5,0.2616,43.81
7.00,226.4,10,22.6,2.264,26.6,1.6,0.2624,43.81
7.02,226.7,10,22.7,2.267,26.4,1.4,0.2631,43.81
7.04,226.8,10,22.7,2.268,26.6,1.6,0.2639,43.81
7.06,226.6,10,22.7,2.266,26.4,1.4,0.2646,43.81
7.08,226.5,10,22.6,2.265,26.4,1.4,0.2654,43.82
7.10,226.8,10,22.7,2.268,26.6,1.6,0.2661,43.82
7.12,226.8,10,22.7,2.268,26.4,1.4,0.2669,43.82
7.14,226.5,10,22.6,2.265,26.5,1.5,0.2677,43.82
7.16,226.8,10,22.7,2.268,26.4,1.4,0.2684,43.82
7.18,226.7,10,22.7,2.267,26.6,1.6,0.2692,43.82
7.20,226.7,10,22.7,2.267,26.5,1.5,0.2699,43.82
7.22,227.0,10,22.7,2.27,26.4,1.4,0.2707,43.82
7.24,226.8,10,22.7,2.268,26.6,1.6,0.2714,43.82
7.26,227.0,10,22.7,2.27,26.4,1.4,0.2722,43.82
7.28,226.9,10,22.7,2.269,26.4,1.4,0.2730,43.82
7.30,226.8,10,22.7,2.268,26.4,1.4,0.2737,43.82
7.32,226.8,10,22.7,2.268,26.7,1.7,0.2745,43.82
7.34,227.1,10,22.7,2.271,26.6,1.6,0.2752,43.83
7.36,227.2,10,22.7,2.272,26.6,1.6,0.2760,43.83
7.38,226.8,10,22.7,2.268,26.5,1.5,0.2767,43.83
7.40,226.5,10,22.6,2.265,26.5,1.5,0.2775,43.83
7.42,227.1,10,22.7,2.271,26.7,1.7,0.2782,43.83
7.44,227.2,10,22.7,2.272,26.4,1.4,0.2790,43.83
7.46,226.9,10,22.7,2.269,26.6,1.6,0.2798,43.83
7.48,226.8,10,22.7,2.268,26.5,1.5,0.2805,43.83
7.50,226.9,10,22.7,2.269,26.5,1.5,0.2813,43.83
7.52,227.1,10,22.7,2.271,26.5,1.5,0.2820,43.83
7.54,227.1,10,22.7,2.271,26.6,1.6,0.2828,43.83
7.56,227.1,10,22.7,2.271,26.5,1.5,0.2835,43.83
7.58,227.0,10,22.7,2.27,26.6,1.6,0.2843,43.83
7.60,227.0,10,22.7,2.27,26.7,1.7,0.2851,43.84
7.62,227.4,10,22.7,2.274,26.6,1.6,0.2858,43.84
7.64,227.2,10,22.7,2.272,26.5,1.5,0.2866,43.84
7.66,227.0,10,22.7,2.27,26.6,1.6,0.2873,43.84
7.68,227.0,10,22.7,2.27,26.7,1.7,0.2881,43.84
7.70,227.0,10,22.7,2.27,26.5,1.5,0.2888,43.84
7.72,227.0,10,22.7,2.27,26.7,1.7,0.2896,43.84
7.74,226.8,10,22.7,2.268,26.7,1.7,0.2904,43.84
7.76,226.9,10,22.7,2.269,26.5,1.5,0.2911,43.84
7.78,227.0,10,22.7,2.27,26.6,1.6,0.2919,43.84
7.80,227.1,10,22.7,2.271,26.6,1.6,0.2926,43.84
7.82,227.2,10,22.7,2.272,26.6,1.6,0.2934,43.84
7.84,227.3,10,22.7,2.273,26.7,1.7,0.2941,43.84
7.86,227.0,10,22.7,2.27,26.7,1.7,0.2949,43.84
7.88,226.6,10,22.7,2.266,26.8,1.8,0.2957,43.85
