Time_Min,Voltage(V),Current(A),Resistance(Ohm),Power(kW),Temp(C),Temp_Rise(C),Calculated_Energy(kWh),Tuya_Raw_Energy(kWh)
3.58,231.0,8,29,1.848,26,1,0.1087,31.86
3.60,231.0,8,29,1.848,25,0,0.1093,31.86
3.62,231.0,8,29,1.848,25,0,0.1100,31.86
3.64,231.1,8,29,1.849,25,0,0.1106,31.86
3.66,231.0,8,29,1.848,25,0,0.1112,31.86
3.68,231.0,8,29,1.848,25,0,0.1118,31.86
3.70,231.1,8,29,1.848,25,0,0.1124,31.86
3.72,231.1,8,29,1.849,25,0,0.1130,31.86
3.74,231.0,8,29,1.848,25,0,0.1137,31.86
3.76,231.0,8,29,1.848,25,0,0.1143,31.86
3.78,231.0,8,29,1.848,26,1,0.1149,31.87
3.80,231.1,8,29,1.849,25,0,0.1155,31.87
3.82,231.1,8,29,1.849,26,1,0.1161,31.87
3.84,231.1,8,29,1.849,25,0,0.1167,31.87
3.86,231.1,8,29,1.849,25,0,0.1174,31.87
3.88,231.1,8,29,1.848,25,0,0.1180,31.87
3.90,231.1,8,29,1.849,26,1,0.1186,31.87
3.92,231.1,8,29,1.849,26,1,0.1192,31.87
3.94,231.1,8,29,1.849,25,0,0.1198,31.87
3.96,231.1,8,29,1.849,25,0,0.1204,31.87
3.98,231.1,8,29,1.849,26,1,0.1211,31.87
4.00,231.0,8,29,1.848,25,0,0.1217,31.87
4.02,231.0,8,29,1.848,26,1,0.1223,31.87
4.04,231.1,8,29,1.849,25,0,0.1229,31.87
4.06,231.0,8,29,1.848,25,0,0.1235,31.87
4.08,231.0,8,29,1.848,26,1,0.1241,31.87
4.10,231.0,8,29,1.848,26,1,0.1247,31.88
4.12,231.0,8,29,1.848,25,0,0.1254,31.88
4.14,230.9,8,29,1.847,25,0,0.1260,31.88
4.16,230.9,8,29,1.847,25,0,0.1266,31.88
4.18,230.9,8,29,1.848,25,0,0.1272,31.88
4.20,230.8,8,29,1.847,25,0,0.1278,31.88
4.22,230.9,8,29,1.847,25,0,0.1284,31.88
4.24,230.9,8,29,1.847,26,1,0.1291,31.88
4.26,230.9,8,29,1.847,25,0,0.1297,31.88
4.28,230.9,8,29,1.848,26,1,0.1303,31.88
4.30,231.0,8,29,1.848,26,1,0.1309,31.88
4.32,230.9,8,29,1.847,26,1,0.1315,31.88
4.34,231.0,8,29,1.848,26,1,0.1321,31.88
4.36,231.0,8,29,1.848,26,1,0.1328,31.88
4.38,231.0,8,29,1.848,26,1,0.1334,31.88
4.40,231.0,8,29,1.848,25,0,0.1340,31.88
4.42,231.0,8,29,1.848,25,0,0.1346,31.88
4.44,231.0,8,29,1.848,26,1,0.1352,31.89
4.46,231.1,8,29,1.849,25,0,0.1358,31.89
4.48,231.1,8,29,1.849,26,1,0.1365,31.89
4.50,231.1,8,29,1.849,25,0,0.1371,31.89
4.52,231.1,8,29,1.849,26,1,0.1377,31.89
4.54,231.0,8,29,1.848,25,0,0.1383,31.89
4.56,231.1,8,29,1.848,26,1,0.1389,31.89
4.58,231.1,8,29,1.849,25,0,0.1395,31.89
4.60,231.1,8,29,1.849,25,0,0.1401,31.89
4.62,231.1,8,29,1.849,26,1,0.1408,31.89
4.64,231.2,8,29,1.850,25,0,0.1414,31.89
4.66,231.2,8,29,1.850,26,1,0.1420,31.89
4.68,231.2,8,29,1.849,26,1,0.1426,31.89
4.70,231.2,8,29,1.850,25,0,0.1432,31.89
4.72,231.2,8,29,1.849,26,1,0.1438,31.89
4.74,231.2,8,29,1.850,25,0,0.1445,31.89
4.76,231.1,8,29,1.849,25,0,0.1451,31.90
4.78,231.1,8,29,1.849,26,1,0.1457,31.90
4.80,231.1,8,29,1.849,25,0,0.1463,31.90
4.82,231.1,8,29,1.849,26,1,0.1469,31.90
4.84,231.1,8,29,1.849,26,1,0.1475,31.90
4.86,231.1,8,29,1.849,25,0,0.1482,31.90
4.88,231.1,8,29,1.849,26,1,0.1488,31.90
4.90,231.1,8,29,1.849,26,1,0.1494,31.90
4.92,231.0,8,29,1.848,26,1,0.1500,31.90
4.94,231.0,8,29,1.848,26,1,0.1506,31.90
4.96,230.9,8,29,1.847,26,1,0.1512,31.90
4.98,230.8,8,29,1.846,25,0,0.1519,31.90
5.00,230.8,8,29,1.847,25,0,0.1525,31.90
5.02,230.9,8,29,1.847,26,1,0.1531,31.90
5.04,230.9,8,29,1.847,26,1,0.1537,31.90
5.06,231.1,8,29,1.848,26,1,0.1543,31.90
5.08,231.1,8,29,1.849,26,1,0.1549,31.90
5.10,231.1,8,29,1.849,26,1,0.1556,31.91
5.12,231.1,8,29,1.849,26,1,0.1562,31.91
5.14,231.1,8,29,1.849,25,0,0.1568,31.91
5.16,231.1,8,29,1.849,25,0,0.1574,31.91
5.18,231.1,8,29,1.849,26,1,0.1580,31.91
5.20,231.0,8,29,1.848,26,1,0.1586,31.91
5.22,231.0,8,29,1.848,26,1,0.1592,31.91
5.24,231.0,8,29,1.848,26,1,0.1599,31.91
5.26,231.0,8,29,1.848,25,0,0.1605,31.91
5.28,231.0,8,29,1.848,26,1,0.1611,31.91
5.30,230.8,8,29,1.847,25,0,0.1617,31.91
5.32,230.9,8,29,1.847,26,1,0.1623,31.91
5.34,230.9,8,29,1.847,26,1,0.1629,31.91
5.36,230.9,8,29,1.847,26,1,0.1636,31.91
5.38,230.9,8,29,1.847,25,0,0.1642,31.91
5.40,230.8,8,29,1.846,26,1,0.1648,31.91
5.42,230.9,8,29,1.847,26,1,0.1654,31.92
5.44,230.9,8,29,1.847,26,1,0.1660,31.92
5.46,230.9,8,29,1.847,26,1,0.1666,31.92
5.48,231.0,8,29,1.848,26,1,0.1673,31.92
5.50,230.9,8,29,1.847,26,1,0.1679,31.92
5.52,230.9,8,29,1.847,25,0,0.1685,31.92
5.54,230.9,8,29,1.847,26,1,0.1691,31.92
5.56,230.9,8,29,1.847,26,1,0.1697,31.92
5.58,230.8,8,29,1.846,25,0,0.1703,31.92
5.60,230.8,8,29,1.846,25,0,0.1709,31.92
5.62,230.8,8,29,1.846,26,1,0.1716,31.92
5.64,230.7,8,29,1.846,25,0,0.1722,31.92
5.66,230.7,8,29,1.846,26,1,0.1728,31.92
5.68,230.8,8,29,1.846,26,1,0.1734,31.92
5.70,230.9,8,29,1.847,26,1,0.1740,31.92
5.72,230.9,8,29,1.847,25,0,0.1746,31.92
5.74,230.8,8,29,1.847,26,1,0.1753,31.92
5.76,230.8,8,29,1.847,25,0,0.1759,31.93
5.78,230.8,8,29,1.847,25,0,0.1765,31.93
5.80,230.9,8,29,1.847,26,1,0.1771,31.93
5.82,230.9,8,29,1.847,26,1,0.1777,31.93
5.84,230.9,8,29,1.847,26,1,0.1783,31.93
5.86,230.8,8,29,1.847,26,1,0.1790,31.93
5.88,230.9,8,29,1.847,25,0,0.1796,31.93
5.90,230.9,8,29,1.847,25,0,0.1802,31.93
5.92,230.8,8,29,1.847,26,1,0.1808,31.93
5.94,230.8,8,29,1.846,26,1,0.1814,31.93
5.96,230.8,8,29,1.847,26,1,0.1820,31.93
5.98,230.9,8,29,1.847,26,1,0.1826,31.93
6.00,230.9,8,29,1.847,25,0,0.1833,31.93
6.02,230.9,8,29,1.847,26,1,0.1839,31.93
6.04,230.9,8,29,1.847,26,1,0.1845,31.93
6.06,230.8,8,29,1.847,26,1,0.1851,31.93
6.08,231.0,8,29,1.848,25,0,0.1857,31.94
6.10,231.0,8,29,1.848,26,1,0.1863,31.94
6.12,230.9,8,29,1.848,25,0,0.1870,31.94
6.14,230.9,8,29,1.848,26,1,0.1876,31.94
6.16,230.9,8,29,1.847,26,1,0.1882,31.94
6.18,231.0,8,29,1.848,26,1,0.1888,31.94
6.20,231.0,8,29,1.848,26,1,0.1894,31.94
6.22,231.0,8,29,1.848,25,0,0.1900,31.94
6.24,231.0,8,29,1.848,26,1,0.1906,31.94
6.26,231.0,8,29,1.848,26,1,0.1913,31.94
6.28,231.0,8,29,1.848,25,0,0.1919,31.94
6.30,231.0,8,29,1.848,25,0,0.1925,31.94
6.32,231.1,8,29,1.848,26,1,0.1931,31.94
6.34,231.0,8,29,1.848,25,0,0.1937,31.94
6.36,231.0,8,29,1.848,26,1,0.1943,31.94
6.38,231.0,8,29,1.848,26,1,0.1950,31.94
6.40,231.0,8,29,1.848,26,1,0.1956,31.94
6.42,231.0,8,29,1.848,26,1,0.1962,31.95
6.44,231.1,8,29,1.849,26,1,0.1968,31.95
6.46,231.1,8,29,1.848,26,1,0.1974,31.95
6.48,231.0,8,29,1.848,26,1,0.1980,31.95
6.50,230.9,8,29,1.847,26,1,0.1987,31.95
6.52,230.9,8,29,1.847,26,1,0.1993,31.95
6.54,230.9,8,29,1.847,26,1,0.1999,31.95
6.56,230.8,8,29,1.847,25,0,0.2005,31.95
6.58,230.8,8,29,1.846,26,1,0.2011,31.95
6.60,230.8,8,29,1.846,25,0,0.2017,31.95
6.62,230.8,8,29,1.847,26,1,0.2024,31.95
6.64,230.9,8,29,1.847,26,1,0.2030,31.95
6.66,230.9,8,29,1.847,26,1,0.2036,31.95
6.68,230.9,8,29,1.847,26,1,0.2042,31.95
6.70,230.8,8,29,1.847,26,1,0.2048,31.95
6.72,230.8,8,29,1.847,25,0,0.2054,31.95
6.74,230.9,8,29,1.847,26,1,0.2060,31.96
6.76,231.0,8,29,1.848,26,1,0.2067,31.96
6.78,231.0,8,29,1.848,26,1,0.2073,31.96
6.80,230.9,8,29,1.847,25,0,0.2079,31.96
6.82,230.8,8,29,1.847,26,1,0.2085,31.96
6.84,230.8,8,29,1.847,26,1,0.2091,31.96
6.86,230.8,8,29,1.846,25,0,0.2097,31.96
6.88,230.8,8,29,1.846,25,0,0.2104,31.96
6.90,230.8,8,29,1.846,25,0,0.2110,31.96
6.92,230.7,8,29,1.846,26,1,0.2116,31.96
6.94,230.7,8,29,1.845,26,1,0.2122,31.96
6.96,230.7,8,29,1.845,26,1,0.2128,31.96
6.98,230.6,8,29,1.845,25,0,0.2134,31.96
7.00,230.7,8,29,1.845,26,1,0.2140,31.96
7.02,230.7,8,29,1.845,26,1,0.2147,31.96
7.04,230.6,8,29,1.845,26,1,0.2153,31.96
7.06,230.8,8,29,1.846,26,1,0.2159,31.96
7.08,230.8,8,29,1.846,26,1,0.2165,31.97
7.10,230.8,8,29,1.846,26,1,0.2171,31.97
7.12,230.7,8,29,1.845,26,1,0.2177,31.97
7.14,230.6,8,29,1.845,26,1,0.2184,31.97
7.16,230.5,8,29,1.844,26,1,0.2190,31.97
7.18,230.6,8,29,1.845,26,1,0.2196,31.97
7.20,230.7,8,29,1.845,26,1,0.2202,31.97
7.22,230.6,8,29,1.845,26,1,0.2208,31.97
7.24,230.6,8,29,1.845,26,1,0.2214,31.97
7.26,230.6,8,29,1.845,26,1,0.2220,31.97
7.28,230.6,8,29,1.845,26,1,0.2227,31.97
7.30,230.7,8,29,1.845,26,1,0.2233,31.97
7.32,230.7,8,29,1.846,26,1,0.2239,31.97
7.34,230.8,8,29,1.846,26,1,0.2245,31.97
7.36,230.8,8,29,1.847,25,0,0.2251,31.97
7.38,230.9,8,29,1.847,26,1,0.2257,31.97
7.40,231.0,8,29,1.848,26,1,0.2263,31.98
7.42,231.0,8,29,1.848,26,1,0.2270,31.98
7.44,230.9,8,29,1.847,26,1,0.2276,31.98
7.46,231.0,8,29,1.848,25,0,0.2282,31.98
7.48,231.0,8,29,1.848,25,0,0.2288,31.98
7.50,231.1,8,29,1.849,26,1,0.2294,31.98
7.52,231.1,8,29,1.849,26,1,0.2300,31.98
7.54,231.2,8,29,1.849,26,1,0.2307,31.98
7.56,231.0,8,29,1.848,26,1,0.2313,31.98
7.58,231.1,8,29,1.849,26,1,0.2319,31.98
7.60,231.0,8,29,1.848,25,0,0.2325,31.98
7.62,231.1,8,29,1.849,26,1,0.2331,31.98
7.64,231.1,8,29,1.849,26,1,0.2337,31.98
7.66,231.1,8,29,1.848,26,1,0.2344,31.98
7.68,231.0,8,29,1.848,26,1,0.2350,31.98
7.70,231.0,8,29,1.848,26,1,0.2356,31.98
7.72,231.0,8,29,1.848,26,1,0.2362,31.98
7.74,230.9,8,29,1.848,26,1,0.2368,31.99
7.76,230.9,8,29,1.847,25,0,0.2374,31.99
7.78,230.9,8,29,1.847,26,1,0.2381,31.99
7.80,231.0,8,29,1.848,26,1,0.2387,31.99
7.82,231.0,8,29,1.848,26,1,0.2393,31.99
7.84,230.9,8,29,1.847,26,1,0.2399,31.99
7.86,230.9,8,29,1.847,26,1,0.2405,31.99
7.88,230.8,8,29,1.846,26,1,0.2411,31.99
7.90,230.8,8,29,1.847,26,1,0.2417,31.99
7.92,230.9,8,29,1.847,26,1,0.2424,31.99
7.94,230.9,8,29,1.847,26,1,0.2430,31.99
7.96,231.0,8,29,1.848,26,1,0.2436,31.99
7.98,231.0,8,29,1.848,26,1,0.2442,31.99
8.00,230.9,8,29,1.847,26,1,0.2448,31.99
8.02,230.9,8,29,1.847,26,1,0.2454,31.99
8.04,230.9,8,29,1.847,26,1,0.2461,31.99
8.06,230.9,8,29,1.847,26,1,0.2467,32.00
8.08,230.9,8,29,1.847,26,1,0.2473,32.00
8.10,230.9,8,29,1.847,26,1,0.2479,32.00
8.12,230.9,8,29,1.847,26,1,0.2485,32.00
8.14,230.9,8,29,1.847,26,1,0.2491,32.00
8.16,231.0,8,29,1.848,26,1,0.2498,32.00
8.18,231.0,8,29,1.848,26,1,0.2504,32.00
8.20,231.0,8,29,1.848,26,1,0.2510,32.00
8.22,231.1,8,29,1.848,26,1,0.2516,32.00
8.24,231.1,8,29,1.849,26,1,0.2522,32.00
8.26,231.1,8,29,1.848,26,1,0.2528,32.00
8.28,231.1,8,29,1.849,26,1,0.2535,32.00
8.30,231.0,8,29,1.848,26,1,0.2541,32.00
8.32,231.0,8,29,1.848,26,1,0.2547,32.00
8.34,231.0,8,29,1.848,26,1,0.2553,32.00
8.36,230.9,8,29,1.847,26,1,0.2559,32.00
8.38,231.0,8,29,1.848,26,1,0.2565,32.00
8.40,231.0,8,29,1.848,26,1,0.2571,32.01
8.42,231.0,8,29,1.848,26,1,0.2578,32.01
8.44,231.0,8,29,1.848,26,1,0.2584,32.01
8.46,230.9,8,29,1.847,26,1,0.2590,32.01
8.48,230.9,8,29,1.847,26,1,0.2596,32.01
8.50,230.9,8,29,1.847,26,1,0.2602,32.01
8.52,230.9,8,29,1.847,26,1,0.2608,32.01
8.54,230.9,8,29,1.847,26,1,0.2615,32.01
8.56,230.9,8,29,1.847,26,1,0.2621,32.01
8.58,230.9,8,29,1.847,26,1,0.2627,32.01
8.60,231.0,8,29,1.848,26,1,0.2633,32.01
8.62,230.9,8,29,1.847,26,1,0.2639,32.01
8.64,231.0,8,29,1.848,26,1,0.2645,32.01
8.66,230.9,8,29,1.848,26,1,0.2652,32.01
8.68,230.8,8,29,1.847,25,0,0.2658,32.01
8.70,230.9,8,29,1.847,26,1,0.2664,32.01
8.72,230.9,8,29,1.847,26,1,0.2670,32.02
8.74,230.9,8,29,1.847,26,1,0.2676,32.02
8.76,231.1,8,29,1.849,26,1,0.2682,32.02
8.78,231.0,8,29,1.848,26,1,0.2688,32.02
8.80,231.1,8,29,1.849,26,1,0.2695,32.02
8.82,231.1,8,29,1.849,26,1,0.2701,32.02
8.84,231.1,8,29,1.849,26,1,0.2707,32.02
8.86,231.1,8,29,1.849,26,1,0.2713,32.02
8.88,231.1,8,29,1.849,26,1,0.2719,32.02
8.90,231.1,8,29,1.849,26,1,0.2725,32.02
8.92,231.2,8,29,1.849,26,1,0.2732,32.02
8.94,231.1,8,29,1.849,26,1,0.2738,32.02
8.96,231.1,8,29,1.849,26,1,0.2744,32.02
8.98,231.2,8,29,1.849,26,1,0.2750,32.02
9.00,231.2,8,29,1.849,26,1,0.2756,32.02
9.02,231.2,8,29,1.850,26,1,0.2762,32.02
9.04,231.2,8,29,1.849,26,1,0.2769,32.02
9.06,231.1,8,29,1.849,26,1,0.2775,32.03
9.08,231.2,8,29,1.849,26,1,0.2781,32.03
9.10,231.2,8,29,1.850,26,1,0.2787,32.03
9.12,231.2,8,29,1.849,26,1,0.2793,32.03
9.14,231.2,8,29,1.849,26,1,0.2799,32.03
9.16,231.2,8,29,1.849,26,1,0.2806,32.03
9.18,231.2,8,29,1.850,26,1,0.2812,32.03
9.20,231.2,8,29,1.850,26,1,0.2818,32.03
9.22,231.2,8,29,1.850,26,1,0.2824,32.03
9.24,231.1,8,29,1.849,26,1,0.2830,32.03
9.26,231.1,8,29,1.848,26,1,0.2836,32.03
9.28,231.0,8,29,1.848,26,1,0.2843,32.03
9.30,231.0,8,29,1.848,26,1,0.2849,32.03
9.32,231.1,8,29,1.849,26,1,0.2855,32.03
9.34,231.1,8,29,1.849,26,1,0.2861,32.03
9.36,231.1,8,29,1.849,26,1,0.2867,32.03
9.38,231.0,8,29,1.848,26,1,0.2873,32.04
9.40,231.0,8,29,1.848,26,1,0.2880,32.04
9.42,231.0,8,29,1.848,26,1,0.2886,32.04
9.44,231.0,8,29,1.848,26,1,0.2892,32.04
9.46,231.0,8,29,1.848,26,1,0.2898,32.04
9.48,231.0,8,29,1.848,26,1,0.2904,32.04
9.50,231.0,8,29,1.848,26,1,0.2910,32.04
9.52,231.0,8,29,1.848,26,1,0.2917,32.04
